path,label
Dataset\Tinea\t-tinea-groin-126.jpg,1
Dataset\Tinea\t-tinea-foot-dorsum-3.jpg,1
Dataset\Tinea\6_42.jpg,1
Dataset\Melanoma\ISIC_7211332.jpg,0
Dataset\Tinea\t-perleche-46.jpg,1
Dataset\Melanoma\ISIC_7158063.jpg,0
Dataset\Tinea\t-tinea-versicolor-122.jpg,1
Dataset\Melanoma\ISIC_7334875.jpg,0
Dataset\Melanoma\ISIC_7291399.jpg,0
Dataset\Melanoma\ISIC_7225725.jpg,0
Dataset\Melanoma\ISIC_6882480.jpg,0
Dataset\Tinea\t-MonialisisIMG002-GP3.jpg,1
Dataset\Melanoma\ISIC_7232117.jpg,0
Dataset\Melanoma\ISIC_7589484.jpg,0
Dataset\Tinea\t-13TineaGroin34.jpg,1
Dataset\Melanoma\ISIC_7583644.jpg,0
Dataset\Tinea\t-tinea-versicolor-103.jpg,1
Dataset\Tinea\t-tinea-body-153.jpg,1
Dataset\Melanoma\ISIC_7149484.jpg,0
Dataset\Melanoma\ISIC_7545340.jpg,0
Dataset\Melanoma\ISIC_6763196.jpg,0
Dataset\Melanoma\ISIC_7589004.jpg,0
Dataset\Tinea\v-tinea-foot-plantar-30.jpg,1
Dataset\Melanoma\ISIC_7413149.jpg,0
Dataset\Melanoma\ISIC_6691217.jpg,0
Dataset\Tinea\t-tinea-laboratory-62.jpg,1
Dataset\Melanoma\ISIC_7212271.jpg,0
Dataset\Tinea\v-kerion-12.jpg,1
Dataset\Melanoma\ISIC_7243679.jpg,0
Dataset\Melanoma\ISIC_6791996.jpg,0
Dataset\Melanoma\ISIC_6785041.jpg,0
Dataset\Melanoma\ISIC_7365363.jpg,0
Dataset\Melanoma\ISIC_7494568.jpg,0
Dataset\Melanoma\ISIC_7291472.jpg,0
Dataset\Melanoma\ISIC_7485846.jpg,0
Dataset\Melanoma\ISIC_6966230.jpg,0
Dataset\Melanoma\ISIC_7327592.jpg,0
Dataset\Tinea\6_13.jpg,1
Dataset\Tinea\t-tinea-versicolor-194.jpg,1
Dataset\Tinea\t-intertrigo-12.jpg,1
Dataset\Melanoma\ISIC_6707991.jpg,0
Dataset\Melanoma\ISIC_7600312.jpg,0
Dataset\Melanoma\ISIC_7495157.jpg,0
Dataset\Melanoma\ISIC_7507808.jpg,0
Dataset\Tinea\t-tinea-foot-plantar-29.jpg,1
Dataset\Melanoma\ISIC_6671773.jpg,0
Dataset\Melanoma\ISIC_6760466.jpg,0
Dataset\Tinea\t-perleche-26.jpg,1
Dataset\Tinea\t-tinea-incognito-26.jpg,1
Dataset\Tinea\t-intertrigo-7.jpg,1
Dataset\Melanoma\ISIC_6975701.jpg,0
Dataset\Melanoma\ISIC_7418635.jpg,0
Dataset\Melanoma\ISIC_6992747.jpg,0
Dataset\Melanoma\ISIC_7492682.jpg,0
Dataset\Melanoma\ISIC_7285277.jpg,0
Dataset\Melanoma\ISIC_6989592.jpg,0
Dataset\Tinea\t-tinea-laboratory-49.jpg,1
Dataset\Melanoma\ISIC_7614036.jpg,0
Dataset\Melanoma\ISIC_6674739.jpg,0
Dataset\Tinea\v-tinea-versicolor-166.jpg,1
Dataset\Melanoma\ISIC_7174924.jpg,0
Dataset\Tinea\v-tinea-face-37.jpg,1
Dataset\Melanoma\ISIC_7387427.jpg,0
Dataset\Melanoma\ISIC_7345367.jpg,0
Dataset\Melanoma\ISIC_6841218.jpg,0
Dataset\Melanoma\ISIC_7319304.jpg,0
Dataset\Tinea\t-tinea-groin-36.jpg,1
Dataset\Tinea\v-tinea-foot-plantar-22.jpg,1
Dataset\Tinea\t-tinea-laboratory-5.jpg,1
Dataset\Melanoma\ISIC_7613461.jpg,0
Dataset\Melanoma\ISIC_7225331.jpg,0
Dataset\Melanoma\ISIC_7124623.jpg,0
Dataset\Melanoma\ISIC_7237010.jpg,0
Dataset\Melanoma\ISIC_6704036.jpg,0
Dataset\Melanoma\ISIC_7576478.jpg,0
Dataset\Melanoma\ISIC_7068931.jpg,0
Dataset\Tinea\t-candidiasis-large-skin-folds-181.jpg,1
Dataset\Melanoma\ISIC_6879930.jpg,0
Dataset\Melanoma\ISIC_7344252.jpg,0
Dataset\Tinea\t-erosio-interdigitalis-blastomycetica-35.jpg,1
Dataset\Melanoma\ISIC_7536256.jpg,0
Dataset\Tinea\t-tinea-laboratory-41.jpg,1
Dataset\Melanoma\ISIC_6967033.jpg,0
Dataset\Melanoma\ISIC_7146467.jpg,0
Dataset\Melanoma\ISIC_7534226.jpg,0
Dataset\Melanoma\ISIC_6681838.jpg,0
Dataset\Melanoma\ISIC_7533983.jpg,0
Dataset\Tinea\6_21.jpg,1
Dataset\Melanoma\ISIC_7189099.jpg,0
Dataset\Melanoma\ISIC_7511781.jpg,0
Dataset\Melanoma\ISIC_6954994.jpg,0
Dataset\Melanoma\ISIC_7287338.jpg,0
Dataset\Melanoma\ISIC_7168935.jpg,0
Dataset\Melanoma\ISIC_7438913.jpg,0
Dataset\Melanoma\ISIC_7282441.jpg,0
Dataset\Melanoma\ISIC_7083105.jpg,0
Dataset\Melanoma\ISIC_6781041.jpg,0
Dataset\Melanoma\ISIC_6753485.jpg,0
Dataset\Melanoma\ISIC_7011835.jpg,0
Dataset\Melanoma\ISIC_6900448.jpg,0
Dataset\Tinea\t-perleche-11.jpg,1
Dataset\Melanoma\ISIC_7501928.jpg,0
Dataset\Tinea\t-tinea-body-191.jpg,1
Dataset\Melanoma\ISIC_7330564.jpg,0
Dataset\Tinea\t-candida-penis-7.jpg,1
Dataset\Melanoma\ISIC_6724069.jpg,0
Dataset\Melanoma\ISIC_7193807.jpg,0
Dataset\Tinea\t-tinea-groin-69.jpg,1
Dataset\Melanoma\ISIC_7198492.jpg,0
Dataset\Tinea\v-tinea-incognito-47.jpg,1
Dataset\Melanoma\ISIC_7193173.jpg,0
Dataset\Melanoma\ISIC_6966001.jpg,0
Dataset\Tinea\t-candida-penis-19.jpg,1
Dataset\Melanoma\ISIC_6958823.jpg,0
Dataset\Tinea\t-candidiasis-large-skin-folds-13.jpg,1
Dataset\Melanoma\ISIC_7154675.jpg,0
Dataset\Melanoma\ISIC_6951568.jpg,0
Dataset\Tinea\t-tinea-palm-35.jpg,1
Dataset\Melanoma\ISIC_7505254.jpg,0
Dataset\Melanoma\ISIC_6922243.jpg,0
Dataset\Melanoma\ISIC_6654875.jpg,0
Dataset\Tinea\v-tinea-body-132.jpg,1
Dataset\Melanoma\ISIC_7004857.jpg,0
Dataset\Melanoma\ISIC_6968269.jpg,0
Dataset\Tinea\t-tinea-versicolor-123.jpg,1
Dataset\Tinea\v-tinea-foot-dorsum-30.jpg,1
Dataset\Melanoma\ISIC_7519627.jpg,0
Dataset\Tinea\t-perleche-53.jpg,1
Dataset\Tinea\t-tinea-scalp-65.jpg,1
Dataset\Melanoma\ISIC_7413795.jpg,0
Dataset\Melanoma\ISIC_7566403.jpg,0
Dataset\Melanoma\ISIC_7391160.jpg,0
Dataset\Tinea\5_0.jpg,1
Dataset\Melanoma\ISIC_7261519.jpg,0
Dataset\Tinea\t-kerion-13.jpg,1
Dataset\Melanoma\ISIC_7599973.jpg,0
Dataset\Melanoma\ISIC_7486506.jpg,0
Dataset\Tinea\v-13candidaIntertrigo0220061.jpg,1
Dataset\Melanoma\ISIC_7316871.jpg,0
Dataset\Melanoma\ISIC_6782271.jpg,0
Dataset\Melanoma\ISIC_7550510.jpg,0
Dataset\Tinea\t-candida-penis-48.jpg,1
Dataset\Melanoma\ISIC_7444521.jpg,0
Dataset\Melanoma\ISIC_7595859.jpg,0
Dataset\Tinea\t-tinea-palm-12.jpg,1
Dataset\Melanoma\ISIC_7114516.jpg,0
Dataset\Melanoma\ISIC_7555858.jpg,0
Dataset\Tinea\v-13intertrigo1219051.jpg,1
Dataset\Tinea\t-tinea-groin-103.jpg,1
Dataset\Melanoma\ISIC_7546192.jpg,0
Dataset\Melanoma\ISIC_6653311.jpg,0
Dataset\Melanoma\ISIC_7030974.jpg,0
Dataset\Melanoma\ISIC_7332135.jpg,0
Dataset\Melanoma\ISIC_7187459.jpg,0
Dataset\Melanoma\ISIC_7422781.jpg,0
Dataset\Melanoma\ISIC_6668197.jpg,0
Dataset\Melanoma\ISIC_6833584.jpg,0
Dataset\Melanoma\ISIC_7572137.jpg,0
Dataset\Melanoma\ISIC_7397861.jpg,0
Dataset\Melanoma\ISIC_7429524.jpg,0
Dataset\Tinea\4_68.jpg,1
Dataset\Melanoma\ISIC_7456769.jpg,0
Dataset\Melanoma\ISIC_6920084.jpg,0
Dataset\Melanoma\ISIC_6854940.jpg,0
Dataset\Melanoma\ISIC_7411108.jpg,0
Dataset\Melanoma\ISIC_7057495.jpg,0
Dataset\Tinea\t-tinea-incognito-31.jpg,1
Dataset\Melanoma\ISIC_6976235.jpg,0
Dataset\Melanoma\ISIC_7137773.jpg,0
Dataset\Melanoma\ISIC_7424792.jpg,0
Dataset\Melanoma\ISIC_7249063.jpg,0
Dataset\Tinea\t-tinea-body-148.jpg,1
Dataset\Melanoma\ISIC_6816727.jpg,0
Dataset\Melanoma\ISIC_7044527.jpg,0
Dataset\Melanoma\ISIC_6844858.jpg,0
Dataset\Tinea\t-tinea-versicolor-156.jpg,1
Dataset\Tinea\t-tinea-groin-76.jpg,1
Dataset\Tinea\t-kerion-10.jpg,1
Dataset\Tinea\t-erosio-interdigitalis-blastomycetica-25.jpg,1
Dataset\Melanoma\ISIC_6739241.jpg,0
Dataset\Tinea\t-tinea-laboratory-69.jpg,1
Dataset\Melanoma\ISIC_7167811.jpg,0
Dataset\Melanoma\ISIC_6668759.jpg,0
Dataset\Melanoma\ISIC_7538717.jpg,0
Dataset\Melanoma\ISIC_6773319.jpg,0
Dataset\Tinea\t-candida-penis-25.jpg,1
Dataset\Tinea\v-tinea-foot-webs-77.jpg,1
Dataset\Melanoma\ISIC_7151808.jpg,0
Dataset\Melanoma\ISIC_6815524.jpg,0
Dataset\Melanoma\ISIC_7505633.jpg,0
Dataset\Melanoma\ISIC_6673669.jpg,0
Dataset\Tinea\t-tinea-scalp-72.jpg,1
Dataset\Melanoma\ISIC_6938489.jpg,0
Dataset\Tinea\v-erosio-interdigitalis-blastomycetica-19.jpg,1
Dataset\Melanoma\ISIC_6985988.jpg,0
Dataset\Tinea\t-candidiasis-mouth-12.jpg,1
Dataset\Tinea\t-tinea-scalp-69.jpg,1
Dataset\Tinea\t-perleche-31.jpg,1
Dataset\Melanoma\ISIC_7550917.jpg,0
Dataset\Melanoma\ISIC_6782861.jpg,0
Dataset\Tinea\t-13IntertirgoRxSteroids090101.jpg,1
Dataset\Melanoma\ISIC_6882841.jpg,0
Dataset\Melanoma\ISIC_7104307.jpg,0
Dataset\Melanoma\ISIC_7537335.jpg,0
Dataset\Melanoma\ISIC_6803432.jpg,0
Dataset\Melanoma\ISIC_7295058.jpg,0
Dataset\Tinea\t-tinea-groin-111.jpg,1
Dataset\Melanoma\ISIC_6725760.jpg,0
Dataset\Melanoma\ISIC_7105681.jpg,0
Dataset\Melanoma\ISIC_7524096.jpg,0
Dataset\Melanoma\ISIC_7621899.jpg,0
Dataset\Tinea\t-tinea-hand-dorsum-44.jpg,1
Dataset\Melanoma\ISIC_6899228.jpg,0
Dataset\Melanoma\ISIC_6799255.jpg,0
Dataset\Tinea\t-13CandidaAxillae020210.jpg,1
Dataset\Tinea\t-tinea-foot-dorsum-29.jpg,1
Dataset\Tinea\v-tinea-incognito-49.jpg,1
Dataset\Melanoma\ISIC_7038741.jpg,0
Dataset\Melanoma\ISIC_7079582.jpg,0
Dataset\Melanoma\ISIC_7260703.jpg,0
Dataset\Tinea\t-tinea-versicolor-91.jpg,1
Dataset\Tinea\t-tinea-foot-plantar-25.jpg,1
Dataset\Melanoma\ISIC_7477771.jpg,0
Dataset\Melanoma\ISIC_7301029.jpg,0
Dataset\Melanoma\ISIC_7517491.jpg,0
Dataset\Tinea\t-tinea-laboratory-28.jpg,1
Dataset\Melanoma\ISIC_6986899.jpg,0
Dataset\Tinea\t-tinea-versicolor-120.jpg,1
Dataset\Melanoma\ISIC_7607166.jpg,0
Dataset\Melanoma\ISIC_7231192.jpg,0
Dataset\Melanoma\ISIC_7586566.jpg,0
Dataset\Melanoma\ISIC_7111646.jpg,0
Dataset\Tinea\t-tinea-foot-plantar-9.jpg,1
Dataset\Melanoma\ISIC_6831734.jpg,0
Dataset\Melanoma\ISIC_6996606.jpg,0
Dataset\Tinea\t-candidiasis-diaper-6.jpg,1
Dataset\Tinea\t-tinea-scalp-45.jpg,1
Dataset\Melanoma\ISIC_7144643.jpg,0
Dataset\Melanoma\ISIC_7181774.jpg,0
Dataset\Melanoma\ISIC_7578212.jpg,0
Dataset\Melanoma\ISIC_6653780.jpg,0
Dataset\Tinea\t-tinea-border-4.jpg,1
Dataset\Melanoma\ISIC_7063629.jpg,0
Dataset\Tinea\t-tinea-primary-lesion-41.jpg,1
Dataset\Melanoma\ISIC_7104110.jpg,0
Dataset\Melanoma\ISIC_7380353.jpg,0
Dataset\Melanoma\ISIC_7261174.jpg,0
Dataset\Melanoma\ISIC_6982693.jpg,0
Dataset\Tinea\t-intertrigo-24.jpg,1
Dataset\Melanoma\ISIC_7066393.jpg,0
Dataset\Melanoma\ISIC_7156715.jpg,0
Dataset\Melanoma\ISIC_7147168.jpg,0
Dataset\Melanoma\ISIC_7481083.jpg,0
Dataset\Melanoma\ISIC_6754835.jpg,0
Dataset\Melanoma\ISIC_6689146.jpg,0
Dataset\Melanoma\ISIC_7381220.jpg,0
Dataset\Melanoma\ISIC_7338201.jpg,0
Dataset\Tinea\t-tinea-incognito-7.jpg,1
Dataset\Tinea\t-tinea-hand-dorsum-23.jpg,1
Dataset\Melanoma\ISIC_6865997.jpg,0
Dataset\Melanoma\ISIC_6758042.jpg,0
Dataset\Tinea\t-13tineaPed121905.jpg,1
Dataset\Melanoma\ISIC_7013680.jpg,0
Dataset\Melanoma\ISIC_6985782.jpg,0
Dataset\Melanoma\ISIC_6841752.jpg,0
Dataset\Tinea\t-tinea-foot-dorsum-37.jpg,1
Dataset\Melanoma\ISIC_7514880.jpg,0
Dataset\Melanoma\ISIC_7460444.jpg,0
Dataset\Melanoma\ISIC_6853035.jpg,0
Dataset\Melanoma\ISIC_6869019.jpg,0
Dataset\Melanoma\ISIC_7387533.jpg,0
Dataset\Melanoma\ISIC_6697691.jpg,0
Dataset\Melanoma\ISIC_6805527.jpg,0
Dataset\Melanoma\ISIC_6787283.jpg,0
Dataset\Melanoma\ISIC_6813250.jpg,0
Dataset\Tinea\t-tinea-groin-16.jpg,1
Dataset\Tinea\v-candidiasis-large-skin-folds-126.jpg,1
Dataset\Melanoma\ISIC_7108277.jpg,0
Dataset\Tinea\t-tinea-face-39.jpg,1
Dataset\Tinea\t-tinea-laboratory-36.jpg,1
Dataset\Melanoma\ISIC_6768044.jpg,0
Dataset\Tinea\t-intertrigo-8.jpg,1
Dataset\Melanoma\ISIC_7354035.jpg,0
Dataset\Melanoma\ISIC_7128535.jpg,0
Dataset\Melanoma\ISIC_7561521.jpg,0
Dataset\Melanoma\ISIC_7532096.jpg,0
Dataset\Melanoma\ISIC_7173639.jpg,0
Dataset\Melanoma\ISIC_7230713.jpg,0
Dataset\Tinea\t-tinea-groin-25.jpg,1
Dataset\Tinea\v-tinea-body-149.jpg,1
Dataset\Melanoma\ISIC_6795902.jpg,0
Dataset\Tinea\v-tinea-groin-87.jpg,1
Dataset\Tinea\t-erosio-interdigitalis-blastomycetica-5.jpg,1
Dataset\Melanoma\ISIC_6717727.jpg,0
Dataset\Tinea\t-perleche-33.jpg,1
Dataset\Melanoma\ISIC_6970181.jpg,0
Dataset\Tinea\t-tinea-versicolor-133.jpg,1
Dataset\Melanoma\ISIC_7528105.jpg,0
Dataset\Melanoma\ISIC_6951506.jpg,0
Dataset\Melanoma\ISIC_7423852.jpg,0
Dataset\Melanoma\ISIC_7484555.jpg,0
Dataset\Tinea\t-tinea-body-173.jpg,1
Dataset\Melanoma\ISIC_7212312.jpg,0
Dataset\Melanoma\ISIC_6806545.jpg,0
Dataset\Tinea\v-majocchi-granuloma-2.jpg,1
Dataset\Tinea\t-candidiasis-diaper-16.jpg,1
Dataset\Tinea\t-tinea-groin-100.jpg,1
Dataset\Melanoma\ISIC_7384638.jpg,0
Dataset\Melanoma\ISIC_7205745.jpg,0
Dataset\Melanoma\ISIC_7507130.jpg,0
Dataset\Melanoma\ISIC_6678326.jpg,0
Dataset\Melanoma\ISIC_6991849.jpg,0
Dataset\Tinea\t-tinea-groin-109.jpg,1
Dataset\Melanoma\ISIC_7034703.jpg,0
Dataset\Tinea\t-intertrigo-26.jpg,1
Dataset\Melanoma\ISIC_7284370.jpg,0
Dataset\Melanoma\ISIC_6914893.jpg,0
Dataset\Melanoma\ISIC_7424750.jpg,0
Dataset\Melanoma\ISIC_6963023.jpg,0
Dataset\Melanoma\ISIC_7225024.jpg,0
Dataset\Melanoma\ISIC_7373360.jpg,0
Dataset\Melanoma\ISIC_6708968.jpg,0
Dataset\Melanoma\ISIC_7420761.jpg,0
Dataset\Melanoma\ISIC_7226381.jpg,0
Dataset\Tinea\t-candidiasis-large-skin-folds-170.jpg,1
Dataset\Melanoma\ISIC_6699854.jpg,0
Dataset\Melanoma\ISIC_6985455.jpg,0
Dataset\Tinea\v-13Candida040704.jpg,1
Dataset\Melanoma\ISIC_7011122.jpg,0
Dataset\Melanoma\ISIC_7528996.jpg,0
Dataset\Melanoma\ISIC_7188330.jpg,0
Dataset\Melanoma\ISIC_7003303.jpg,0
Dataset\Melanoma\ISIC_6670764.jpg,0
Dataset\Melanoma\ISIC_7276864.jpg,0
Dataset\Melanoma\ISIC_6754034.jpg,0
Dataset\Melanoma\ISIC_6779421.jpg,0
Dataset\Tinea\t-tinea-body-113.jpg,1
Dataset\Melanoma\ISIC_7570120.jpg,0
Dataset\Tinea\t-tinea-foot-plantar-55.jpg,1
Dataset\Tinea\t-tinea-foot-dorsum-11.jpg,1
Dataset\Tinea\t-intertrigo-84.jpg,1
Dataset\Tinea\t-candida-groin-15.jpg,1
Dataset\Melanoma\ISIC_7214989.jpg,0
Dataset\Melanoma\ISIC_7600621.jpg,0
Dataset\Tinea\v-tinea-versicolor-118.jpg,1
Dataset\Tinea\t-tinea-scalp-23.jpg,1
Dataset\Melanoma\ISIC_7482149.jpg,0
Dataset\Tinea\v-tinea-incognito-17.jpg,1
Dataset\Tinea\t-tinea-scalp-42.jpg,1
Dataset\Melanoma\ISIC_7602656.jpg,0
Dataset\Melanoma\ISIC_7281014.jpg,0
Dataset\Melanoma\ISIC_7404638.jpg,0
Dataset\Melanoma\ISIC_7135201.jpg,0
Dataset\Melanoma\ISIC_6810076.jpg,0
Dataset\Melanoma\ISIC_7588695.jpg,0
Dataset\Melanoma\ISIC_7549209.jpg,0
Dataset\Melanoma\ISIC_6870407.jpg,0
Dataset\Melanoma\ISIC_7060554.jpg,0
Dataset\Tinea\t-13CandidaVulva072104.jpg,1
Dataset\Tinea\t-tinea-beard-9.jpg,1
Dataset\Melanoma\ISIC_6931573.jpg,0
Dataset\Melanoma\ISIC_7335835.jpg,0
Dataset\Melanoma\ISIC_7368239.jpg,0
Dataset\Melanoma\ISIC_7154037.jpg,0
Dataset\Tinea\t-tinea-groin-2.jpg,1
Dataset\Melanoma\ISIC_6774326.jpg,0
Dataset\Tinea\v-tinea-laboratory-24.jpg,1
Dataset\Tinea\t-tinea-versicolor-117.jpg,1
Dataset\Melanoma\ISIC_6764193.jpg,0
Dataset\Melanoma\ISIC_6892199.jpg,0
Dataset\Tinea\t-tinea-palm-6.jpg,1
Dataset\Tinea\v-tinea-laboratory-33.jpg,1
Dataset\Tinea\t-coccidiomycosis-5.jpg,1
Dataset\Melanoma\ISIC_7327423.jpg,0
Dataset\Melanoma\ISIC_6666608.jpg,0
Dataset\Melanoma\ISIC_7056787.jpg,0
Dataset\Tinea\v-tinea-groin-101.jpg,1
Dataset\Melanoma\ISIC_7540354.jpg,0
Dataset\Melanoma\ISIC_7125610.jpg,0
Dataset\Melanoma\ISIC_7267769.jpg,0
Dataset\Melanoma\ISIC_7588047.jpg,0
Dataset\Melanoma\ISIC_7299859.jpg,0
Dataset\Melanoma\ISIC_7219333.jpg,0
Dataset\Melanoma\ISIC_6688054.jpg,0
Dataset\Tinea\t-tinea-groin-49.jpg,1
Dataset\Tinea\6_28.jpg,1
Dataset\Tinea\t-candidiasis-large-skin-folds-139.jpg,1
Dataset\Melanoma\ISIC_7552363.jpg,0
Dataset\Melanoma\ISIC_7216769.jpg,0
Dataset\Melanoma\ISIC_6777986.jpg,0
Dataset\Tinea\t-tinea-foot-dorsum-52.jpg,1
Dataset\Melanoma\ISIC_6661691.jpg,0
Dataset\Tinea\t-tinea-groin-108.jpg,1
Dataset\Melanoma\ISIC_6888906.jpg,0
Dataset\Tinea\t-tinea-versicolor-185.jpg,1
Dataset\Melanoma\ISIC_6718307.jpg,0
Dataset\Tinea\v-tinea-hand-dorsum-58.jpg,1
Dataset\Tinea\t-tinea-incognito-56.jpg,1
Dataset\Tinea\t-candida-penis-54.jpg,1
Dataset\Melanoma\ISIC_7503950.jpg,0
Dataset\Tinea\t-perleche-786.jpg,1
Dataset\Tinea\t-tinea-scalp-17.jpg,1
Dataset\Tinea\t-perleche-62.jpg,1
Dataset\Melanoma\ISIC_7515463.jpg,0
Dataset\Melanoma\ISIC_7168300.jpg,0
Dataset\Tinea\v-candida-penis-1.jpg,1
Dataset\Melanoma\ISIC_7543874.jpg,0
Dataset\Melanoma\ISIC_7551538.jpg,0
Dataset\Melanoma\ISIC_7434918.jpg,0
Dataset\Tinea\t-candidiasis-large-skin-folds-157.jpg,1
Dataset\Melanoma\ISIC_6755132.jpg,0
Dataset\Melanoma\ISIC_7175231.jpg,0
Dataset\Melanoma\ISIC_7054883.jpg,0
Dataset\Tinea\t-tinea-laboratory-6.jpg,1
Dataset\Tinea\v-candidiasis-large-skin-folds-160.jpg,1
Dataset\Melanoma\ISIC_7565550.jpg,0
Dataset\Tinea\v-tinea-scalp-31.jpg,1
Dataset\Melanoma\ISIC_6783285.jpg,0
Dataset\Melanoma\ISIC_7083023.jpg,0
Dataset\Melanoma\ISIC_6708794.jpg,0
Dataset\Tinea\v-candidiasis-large-skin-folds-123.jpg,1
Dataset\Melanoma\ISIC_6806540.jpg,0
Dataset\Tinea\t-tinea-hand-dorsum-28.jpg,1
Dataset\Melanoma\ISIC_6843536.jpg,0
Dataset\Melanoma\ISIC_7050843.jpg,0
Dataset\Tinea\t-tinea-groin-99.jpg,1
Dataset\Melanoma\ISIC_6675831.jpg,0
Dataset\Melanoma\ISIC_7539749.jpg,0
Dataset\Melanoma\ISIC_7189073.jpg,0
Dataset\Melanoma\ISIC_7168543.jpg,0
Dataset\Tinea\t-tinea-groin-98.jpg,1
Dataset\Melanoma\ISIC_7455460.jpg,0
Dataset\Melanoma\ISIC_6781637.jpg,0
Dataset\Tinea\t-tinea-groin-28.jpg,1
Dataset\Melanoma\ISIC_7031218.jpg,0
Dataset\Tinea\v-tinea-versicolor-82.jpg,1
Dataset\Melanoma\ISIC_6908286.jpg,0
Dataset\Melanoma\ISIC_7278553.jpg,0
Dataset\Melanoma\ISIC_7040941.jpg,0
Dataset\Tinea\v-tinea-foot-plantar-56.jpg,1
Dataset\Tinea\t-tinea-hand-dorsum-65.jpg,1
Dataset\Melanoma\ISIC_7084553.jpg,0
Dataset\Melanoma\ISIC_7295186.jpg,0
Dataset\Melanoma\ISIC_6982776.jpg,0
Dataset\Tinea\v-tinea-body-161.jpg,1
Dataset\Melanoma\ISIC_6756517.jpg,0
Dataset\Tinea\v-tinea-palm-26.jpg,1
Dataset\Melanoma\ISIC_7323300.jpg,0
Dataset\Tinea\v-tinea-scalp-27.jpg,1
Dataset\Tinea\t-candidiasis-vaginal-10.jpg,1
Dataset\Melanoma\ISIC_7303761.jpg,0
Dataset\Melanoma\ISIC_7119107.jpg,0
Dataset\Melanoma\ISIC_7545549.jpg,0
Dataset\Melanoma\ISIC_6730455.jpg,0
Dataset\Tinea\t-tinea-palm-44.jpg,1
Dataset\Melanoma\ISIC_6971579.jpg,0
Dataset\Melanoma\ISIC_7620514.jpg,0
Dataset\Melanoma\ISIC_7563371.jpg,0
Dataset\Melanoma\ISIC_7128007.jpg,0
Dataset\Melanoma\ISIC_7148656.jpg,0
Dataset\Tinea\t-candida-groin-8.jpg,1
Dataset\Melanoma\ISIC_7601936.jpg,0
Dataset\Melanoma\ISIC_6740109.jpg,0
Dataset\Melanoma\ISIC_7225433.jpg,0
Dataset\Melanoma\ISIC_6655446.jpg,0
Dataset\Melanoma\ISIC_7364411.jpg,0
Dataset\Melanoma\ISIC_7454679.jpg,0
Dataset\Melanoma\ISIC_6828115.jpg,0
Dataset\Melanoma\ISIC_7495971.jpg,0
Dataset\Tinea\t-tinea-incognito-63.jpg,1
Dataset\Melanoma\ISIC_7484011.jpg,0
Dataset\Tinea\v-tinea-groin-9.jpg,1
Dataset\Melanoma\ISIC_6790780.jpg,0
Dataset\Tinea\t-tinea-versicolor-104.jpg,1
Dataset\Melanoma\ISIC_7363187.jpg,0
Dataset\Melanoma\ISIC_7383521.jpg,0
Dataset\Tinea\t-candidiasis-large-skin-folds-180.jpg,1
Dataset\Melanoma\ISIC_7395166.jpg,0
Dataset\Melanoma\ISIC_6721304.jpg,0
Dataset\Melanoma\ISIC_6926118.jpg,0
Dataset\Melanoma\ISIC_7571027.jpg,0
Dataset\Melanoma\ISIC_6801892.jpg,0
Dataset\Tinea\v-13candidaTongue082205.jpg,1
Dataset\Melanoma\ISIC_7020578.jpg,0
Dataset\Tinea\t-tinea-foot-plantar-37.jpg,1
Dataset\Melanoma\ISIC_6901888.jpg,0
Dataset\Melanoma\ISIC_7084521.jpg,0
Dataset\Tinea\t-intertrigo-23.jpg,1
Dataset\Melanoma\ISIC_7373074.jpg,0
Dataset\Melanoma\ISIC_7219628.jpg,0
Dataset\Melanoma\ISIC_7112749.jpg,0
Dataset\Melanoma\ISIC_6690049.jpg,0
Dataset\Tinea\t-perleche-37.jpg,1
Dataset\Melanoma\ISIC_6946260.jpg,0
Dataset\Tinea\t-candidiasis-vaginal-5.jpg,1
Dataset\Melanoma\ISIC_6804299.jpg,0
Dataset\Tinea\t-tinea-incognito-50.jpg,1
Dataset\Tinea\t-tinea-groin-107.jpg,1
Dataset\Tinea\t-erosio-interdigitalis-blastomycetica-32.jpg,1
Dataset\Melanoma\ISIC_7207977.jpg,0
Dataset\Melanoma\ISIC_7306535.jpg,0
Dataset\Melanoma\ISIC_7609592.jpg,0
Dataset\Tinea\t-tinea-laboratory-19.jpg,1
Dataset\Melanoma\ISIC_6817776.jpg,0
Dataset\Tinea\v-tinea-foot-webs-80.jpg,1
Dataset\Melanoma\ISIC_7262282.jpg,0
Dataset\Tinea\t-tinea-scalp-4.jpg,1
Dataset\Melanoma\ISIC_6661910.jpg,0
Dataset\Tinea\6_2.jpg,1
Dataset\Melanoma\ISIC_6997349.jpg,0
Dataset\Melanoma\ISIC_6914698.jpg,0
Dataset\Tinea\v-tinea-versicolor-114.jpg,1
Dataset\Melanoma\ISIC_7014985.jpg,0
Dataset\Melanoma\ISIC_7164403.jpg,0
Dataset\Tinea\t-pityrosporum-folliculitis-8.jpg,1
Dataset\Melanoma\ISIC_7426927.jpg,0
Dataset\Tinea\t-tinea-versicolor-112.jpg,1
Dataset\Melanoma\ISIC_6963859.jpg,0
Dataset\Melanoma\ISIC_7187713.jpg,0
Dataset\Tinea\t-tinea-hand-dorsum-5.jpg,1
Dataset\Melanoma\ISIC_7520408.jpg,0
Dataset\Tinea\t-erythrasma-19.jpg,1
